iter,wins,losses,draws
1664,277,194,306
1665,278,194,306
1666,278,195,306
1667,279,195,306
1668,279,195,306
1669,279,195,306
1670,279,196,305
1671,279,196,305
1672,279,196,305
1673,280,196,304
1674,280,196,304
1675,281,196,304
1676,281,196,304
1677,281,196,304
1678,280,196,305
1679,280,196,305
1680,280,196,305
1681,281,196,305
1682,281,196,305
1683,281,196,305
1684,281,196,305
1685,281,196,305
1686,281,196,305
1687,282,196,305
1688,282,196,305
1689,283,196,305
1690,283,196,305
1691,283,196,305
1692,283,196,305
1693,284,196,305
1694,284,197,304
1695,285,197,304
1696,285,197,304
1697,285,197,304
1698,285,197,304
1699,285,198,304
1700,285,198,304
1701,285,198,304
1702,286,198,304
1703,286,198,304
1704,286,198,304
1705,286,197,305
1706,286,198,305
1707,287,198,305
1708,287,199,305
1709,288,199,305
1710,288,199,305
1711,288,199,305
1712,289,199,305
1713,289,200,304
1714,290,200,304
1715,290,201,304
1716,291,201,304
1717,291,201,304
1718,291,201,304
1719,291,201,304
1720,291,201,304
1721,291,201,304
1722,291,201,304
1723,291,201,304
1724,291,201,304
1725,291,201,305
1726,291,201,305
1727,291,201,305
1728,291,201,305
1729,291,201,305
1730,291,201,305
1731,291,201,305
1732,291,201,305
1733,291,201,305
1734,291,201,305
1735,291,201,305
1736,291,201,305
1737,291,201,305
1738,291,201,305
1739,292,201,305
1740,292,201,305
1741,292,201,305
1742,292,201,305
1743,292,201,305
1744,292,201,306
1745,292,201,306
1746,292,201,307
1747,292,201,308
1748,292,201,308
1749,292,201,308
1750,292,201,308
1751,292,201,308
1752,292,201,308
1753,292,201,309
1754,292,201,310
1755,292,201,311
1756,292,201,312
1757,292,201,312
1758,292,201,312
1759,292,201,312
1760,292,201,312
1761,292,201,312
1762,292,201,312
1763,292,202,312
1764,293,202,312
1765,293,202,312
1766,293,202,312
1767,293,202,312
1768,293,202,312
1769,293,202,313
1770,293,202,314
1771,293,202,314
1772,293,202,314
1773,293,202,314
1774,293,202,314
1775,293,202,314
1776,293,203,313
1777,294,203,313
1778,294,204,313
1779,295,204,313
1780,295,204,313
1781,296,204,313
1782,296,204,313
1783,296,204,313
1784,296,204,313
1785,296,204,313
1786,296,204,313
1787,296,204,313
1788,297,204,313
1789,297,204,313
1790,297,204,313
1791,297,203,314
1792,297,204,313
1793,298,204,313
1794,298,204,313
1795,298,204,313
1796,299,204,312
1797,299,204,312
1798,299,204,312
1799,299,205,312
1800,300,205,312
1801,300,205,312
1802,300,205,312
1803,300,205,312
1804,300,205,312
1805,300,205,313
1806,300,205,314
1807,300,205,315
1808,300,205,316
1809,300,205,316
1810,300,205,316
1811,300,205,316
1812,300,205,316
1813,300,205,316
1814,300,205,316
1815,300,206,316
1816,301,206,316
1817,301,206,316
1818,302,205,316
1819,302,206,315
1820,302,205,316
1821,302,206,316
1822,302,206,316
1823,302,206,316
1824,303,206,316
1825,303,206,316
1826,303,206,316
1827,303,206,316
1828,303,206,316
1829,304,206,316
1830,304,206,316
1831,304,206,316
1832,304,206,316
1833,304,206,316
1834,304,206,317
1835,304,206,318
1836,304,206,318
1837,304,206,319
1838,304,206,320
1839,304,206,320
1840,304,206,320
1841,304,206,320
1842,304,206,320
1843,303,206,321
1844,304,206,321
1845,304,207,321
1846,305,207,321
1847,305,207,321
1848,305,207,321
1849,305,207,321
1850,305,207,321
1851,306,207,321
1852,306,207,321
1853,306,207,321
1854,306,207,321
1855,306,207,321
1856,307,207,321
1857,307,207,321
1858,307,207,321
1859,307,207,321
1860,307,207,321
1861,307,207,321
1862,307,207,321
1863,307,207,321
1864,307,207,321
1865,307,207,321
1866,307,207,321
1867,307,207,321
1868,307,206,322
1869,307,206,322
1870,308,206,322
1871,308,206,322
1872,308,206,322
1873,308,207,321
1874,309,207,321
1875,309,208,321
1876,309,208,321
1877,309,208,321
1878,310,208,321
1879,310,208,321
1880,310,208,321
1881,310,208,321
1882,310,208,321
1883,310,208,321
1884,310,209,320
1885,311,209,320
1886,311,210,320
1887,312,210,320
